Nb_Locations : 141
 
from,to,distance,speed,duration 
103,115,5.051,0.520722,9.7,
103,116,2.613,0.459765,5.68333,
103,117,9.522,0.587778,16.2,
103,118,1.751,0.432346,4.05,
103,119,22.568,1.11815,20.1833,
103,120,10.595,0.912052,11.6167,
103,121,2.029,0.39271,5.16667,
103,122,5.249,0.571579,9.18333,
103,123,25.484,1.15312,22.1,
103,124,20.48,1.1538,17.75,
103,125,1.665,0.411111,4.05,
103,126,25.51,1.26183,20.2167,
103,127,8.742,0.637327,13.7167,
103,128,3.648,0.48,7.6,
103,129,4.607,0.482408,9.55,
103,130,10.286,0.720981,14.2667,
103,131,9.116,0.86819,10.5,
103,132,2.585,0.536678,4.81667,
103,133,2.05,0.447273,4.58333,
103,134,2.15,0.420195,5.11667,
103,135,8.323,0.734382,11.3333,
103,136,4.517,0.49009,9.21667,
103,137,21.503,1.0999,19.55,
103,138,9.52,0.62563,15.2167,
103,139,11.158,0.890266,12.5333,
103,140,9.323,0.622918,14.9667,
104,0,13.238,0.792695,16.7,
104,1,5.237,0.525452,9.96667,
104,2,5.201,0.519235,10.0167,
104,3,9.058,0.834839,10.85,
104,4,16.728,1.10173,15.1833,
104,5,11.314,0.964261,11.7333,
104,6,11.435,0.906341,12.6167,
104,7,1.259,0.387385,3.25,
104,8,1.231,0.392872,3.13333,
104,9,3.299,0.565543,5.83333,
104,10,28.922,1.30672,22.1333,
104,11,6.461,0.544466,11.8667,
104,12,6.214,0.528102,11.7667,
104,13,2.458,0.418977,5.86667,
104,14,1.862,0.365098,5.1,
104,15,1.299,0.403834,3.21667,
104,16,51.621,1.35311,38.15,
104,17,10.114,0.853502,11.85,
104,18,11.957,0.917417,13.0333,
104,19,1.909,0.367115,5.2,
104,20,10.946,0.962991,11.3667,
104,21,2.407,0.444369,5.41667,
104,22,38.942,1.37442,28.3333,
104,23,6.194,0.535504,11.5667,
104,24,1.175,0.393855,2.98333,
104,25,21.739,0.980707,22.1667,
104,26,9.186,0.89474,10.2667,
104,27,2.501,0.431207,5.8,
104,28,12.343,0.841568,14.6667,
104,29,3.708,0.495501,7.48333,
104,30,38.56,1.05068,36.7,
104,31,5.212,0.491698,10.6,
104,32,5.6,0.497041,11.2667,
104,33,5.594,0.52118,10.7333,
104,34,4.21,0.58069,7.25,
104,35,7.537,0.558296,13.5,
104,36,3.663,0.449448,8.15,
104,37,1.07,0.406329,2.63333,
104,38,6.369,0.560323,11.3667,
104,39,3.425,0.453642,7.55,
104,40,2.537,0.459879,5.51667,
104,41,4.149,0.534206,7.76667,
104,42,12.773,0.882926,14.4667,
104,43,12.773,1.0659,11.9833,
104,44,9.818,0.645921,15.2,
104,45,7.544,0.562286,13.4167,
104,46,3.585,0.488864,7.33333,
104,47,12.323,0.92192,13.3667,
104,48,9.142,0.643048,14.2167,
104,49,13.922,0.725104,19.2,
104,50,14.161,0.963333,14.7,
104,51,12.359,0.677205,18.25,
104,52,13.295,1.04823,12.6833,
104,53,6.722,0.560167,12,
104,54,26.976,1.09288,24.6833,
104,55,9.649,0.841483,11.4667,
104,56,1.938,0.410883,4.71667,
104,57,3.787,0.514072,7.36667,
104,58,12.265,0.918727,13.35,
104,59,7.625,0.557927,13.6667,
104,60,4.695,0.503036,9.33333,
104,61,5.459,0.523227,10.4333,
104,62,8.827,0.82367,10.7167,
104,63,11.78,0.912,12.9167,
104,64,4.107,0.590935,6.95,
104,65,8.934,0.583286,15.3167,
104,66,7.448,0.570728,13.05,
104,67,9.173,0.588013,15.6,
104,68,3.109,0.494801,6.28333,
104,69,8.491,0.644071,13.1833,
104,70,6.294,0.5245,12,
104,71,3.698,0.432515,8.55,
104,72,15.264,0.929787,16.4167,
104,73,13.481,1.03567,13.0167,
104,74,11.439,0.829915,13.7833,
104,75,17.54,1.05557,16.6167,
104,76,5.912,0.547407,10.8,
104,77,0.798,0.374063,2.13333,
104,78,10.956,0.838469,13.0667,
104,79,9.834,0.806066,12.2,
104,80,4.255,0.45427,9.36667,
104,81,1.382,0.387477,3.56667,
104,82,10.756,0.852523,12.6167,
104,83,3.491,0.453377,7.7,
104,84,1.241,0.376061,3.3,
104,85,0.792,0.302675,2.61667,
104,86,20.832,1.08218,19.25,
104,87,9.306,0.61023,15.25,
104,88,5.897,0.512041,11.5167,
104,89,6.39,0.572239,11.1667,
104,90,4.56,0.613453,7.43333,
104,91,16.981,0.782535,21.7,
104,92,4.679,0.543017,8.61667,
104,93,6.893,0.576017,11.9667,
104,94,5.26,0.565591,9.3,
104,95,11.659,0.870075,13.4,
104,96,6.349,0.513396,12.3667,
104,97,3.793,0.439344,8.63333,
104,98,8.8,0.642336,13.7,
104,99,9.867,0.63933,15.4333,
104,100,5.447,0.491459,11.0833,
104,101,13.99,0.992199,14.1,
104,102,1.37,0.446739,3.06667,
104,103,2.126,0.463855,4.58333,
104,104,0,0,0,
104,105,4.968,0.523866,9.48333,
104,106,2.177,0.438322,4.96667,
104,107,4.22,0.504382,8.36667,
104,108,7.321,0.610932,11.9833,
104,109,29.657,1.27283,23.3,
104,110,30.291,1.40561,21.55,
104,111,24.398,1.21383,20.1,
104,112,5.422,0.492909,11,
104,113,10.666,0.846508,12.6,
104,114,10.47,0.848919,12.3333,
104,115,5.207,0.509657,10.2167,
104,116,2.754,0.449022,6.13333,
104,117,9.459,0.593041,15.95,
104,118,3.851,0.515759,7.46667,
104,119,26.299,1.20087,21.9,
104,120,10.751,0.884856,12.15,
104,121,2.071,0.418384,4.95,
104,122,7.349,0.583254,12.6,
104,123,29.216,1.2267,23.8167,
104,124,24.212,1.2427,19.4833,
104,125,3.339,0.494667,6.75,
104,126,29.242,1.33221,21.95,
104,127,8.679,0.64448,13.4667,
104,128,3.452,0.513945,6.71667,
104,129,6.687,0.528617,12.65,
104,130,12.625,0.816272,15.4667,
104,131,12.847,1.05016,12.2333,
104,132,5.278,0.599773,8.8,
104,133,0.944,0.314667,3,
104,134,3.412,0.483972,7.05,
104,135,12.054,0.923678,13.05,
104,136,6.597,0.535616,12.3167,
104,137,25.234,1.18655,21.2667,
104,138,9.38,0.582006,16.1167,
104,139,11.314,0.865867,13.0667,
104,140,9.183,0.579369,15.85,
105,0,12.964,0.84732,15.3,
105,1,6.107,0.52571,11.6167,
105,2,6.26,0.529014,11.8333,
105,3,2.513,0.418833,6,
105,4,21.893,1.23341,17.75,
105,5,4.882,0.623234,7.83333,
105,6,8.623,0.647534,13.3167,
105,7,4.422,0.504411,8.76667,
105,8,5.193,0.530801,9.78333,
105,9,2.642,0.452914,5.83333,
105,10,20.882,1.02279,20.4167,
105,11,3.893,0.498038,7.81667,
105,12,9.34,0.855573,10.9167,
105,13,3.353,0.482446,6.95,
105,14,4.131,0.486955,8.48333,
105,15,4.526,0.459492,9.85,
105,16,50.687,1.33445,37.9833,
105,17,3.57,0.508789,7.01667,
105,18,5.525,0.604927,9.13333,
105,19,4.389,0.483193,9.08333,
105,20,4.514,0.604554,7.46667,
105,21,3.155,0.453957,6.95,
105,22,32.51,1.32965,24.45,
105,23,4.544,0.5213,8.71667,
105,24,4.033,0.460914,8.75,
105,25,16.956,0.818471,20.7167,
105,26,2.641,0.486074,5.43333,
105,27,2.987,0.465506,6.41667,
105,28,9.238,0.749027,12.3333,
105,29,3.141,0.486977,6.45,
105,30,33.777,0.958213,35.25,
105,31,2.672,0.412134,6.48333,
105,32,3.487,0.492282,7.08333,
105,33,3.712,0.492743,7.53333,
105,34,4.356,0.47956,9.08333,
105,35,5.887,0.55277,10.65,
105,36,2.196,0.455917,4.81667,
105,37,5.032,0.543022,9.26667,
105,38,3.801,0.519499,7.31667,
105,39,4.248,0.481815,8.81667,
105,40,4.319,0.523515,8.25,
105,41,9.517,0.85482,11.1333,
105,42,6.34,0.599055,10.5833,
105,43,6.34,0.782716,8.1,
105,44,10.512,0.892107,11.7833,
105,45,5.002,0.524685,9.53333,
105,46,4.408,0.513553,8.58333,
105,47,5.215,0.561759,9.28333,
105,48,11.186,0.875046,12.7833,
105,49,12.272,0.750581,16.35,
105,50,7.728,0.714453,10.8167,
105,51,10.709,0.69539,15.4,
105,52,6.863,0.779886,8.8,
105,53,9.831,0.914512,10.75,
105,54,20.543,0.987644,20.8,
105,55,3.104,0.46794,6.63333,
105,56,4.393,0.469004,9.36667,
105,57,2.137,0.473137,4.51667,
105,58,5.052,0.562375,8.98333,
105,59,5.976,0.552481,10.8167,
105,60,2.953,0.445176,6.63333,
105,61,6.283,0.537775,11.6833,
105,62,2.283,0.388045,5.88333,
105,63,5.347,0.591919,9.03333,
105,64,4.503,0.454848,9.9,
105,65,7.821,0.725286,10.7833,
105,66,5.798,0.568431,10.2,
105,67,8.836,0.720326,12.2667,
105,68,3.933,0.52208,7.53333,
105,69,8.963,0.746917,12,
105,70,9.59,0.832706,11.5167,
105,71,3.016,0.441366,6.83333,
105,72,8.831,0.704601,12.5333,
105,73,7.048,0.774505,9.1,
105,74,4.976,0.511233,9.73333,
105,75,11.107,0.873421,12.7167,
105,76,9.021,0.946259,9.53333,
105,77,4.76,0.542966,8.76667,
105,78,5.561,0.544307,10.2167,
105,79,3.289,0.446471,7.36667,
105,80,3.573,0.466043,7.66667,
105,81,7.856,0.908208,8.65,
105,82,5.149,0.549715,9.36667,
105,83,4.314,0.482011,8.95,
105,84,3.972,0.445458,8.91667,
105,85,4.478,0.516692,8.66667,
105,86,14.857,0.810382,18.3333,
105,87,9.636,0.913365,10.55,
105,88,4.681,0.504237,9.28333,
105,89,5.502,0.529888,10.3833,
105,90,5.111,0.507715,10.0667,
105,91,15.331,0.813316,18.85,
105,92,6.406,0.5258,12.1833,
105,93,3.349,0.454615,7.36667,
105,94,0.371,0.337273,1.1,
105,95,8.848,0.627518,14.1,
105,96,10,0.870827,11.4833,
105,97,2.438,0.455701,5.35,
105,98,9.272,0.740772,12.5167,
105,99,14.147,1.10093,12.85,
105,100,3.264,0.432318,7.55,
105,101,7.558,0.739772,10.2167,
105,102,7.634,0.968372,7.88333,
105,103,3.076,0.468426,6.56667,
105,104,4.982,0.514492,9.68333,
105,105,0,0,0,
105,106,4.68,0.529811,8.83333,
105,107,5.043,0.524402,9.61667,
105,108,7.198,0.601504,11.9667,
105,109,20.842,1.01421,20.55,
105,110,23.858,1.35173,17.65,
105,111,17.965,1.10781,16.2167,
105,112,3.293,0.442013,7.45,
105,113,4.122,0.53073,7.76667,
105,114,3.926,0.524633,7.48333,
105,115,6.031,0.525196,11.4833,
105,116,3.745,0.47707,7.85,
105,117,10.959,0.832329,13.1667,
105,118,2.202,0.476968,4.61667,
105,119,19.867,1.1027,18.0167,
105,120,7.94,0.617899,12.85,
105,121,4.267,0.47676,8.95,
105,122,4.712,0.560952,8.4,
105,123,22.783,1.14296,19.9333,
105,124,17.779,1.1409,15.5833,
105,125,2.116,0.458339,4.61667,
105,126,22.809,1.26366,18.05,
105,127,9.151,0.744993,12.2833,
105,128,4.627,0.493108,9.38333,
105,129,5.058,0.499967,10.1167,
105,130,7.585,0.62686,12.1,
105,131,6.415,0.7698,8.33333,
105,132,1.763,0.44075,4,
105,133,4.906,0.509273,9.63333,
105,134,2.601,0.457654,5.68333,
105,135,4.155,0.477586,8.7,
105,136,4.968,0.507802,9.78333,
105,137,18.802,1.08161,17.3833,
105,138,10.392,0.82695,12.5667,
105,139,6.531,0.561404,11.6333,
105,140,10.336,0.843755,12.25,
106,0,14.67,0.906488,16.1833,
106,1,5.424,0.546958,9.91667,
106,2,5.389,0.540702,9.96667,
106,3,5.803,0.532385,10.9,
106,4,16.915,1.11773,15.1333,
106,5,8.219,0.649723,12.65,
106,6,12.867,1.06486,12.0833,
106,7,2.402,0.500417,4.8,
106,8,1.757,0.44481,3.95,
106,9,2.113,0.438685,4.81667,
106,10,30.354,1.40419,21.6167,
106,11,5.477,0.667927,8.2,
106,12,6.401,0.547094,11.7,
106,13,0.959,0.467805,2.05,
106,14,0.819,0.2808,2.91667,
106,15,0.876,0.477818,1.83333,
106,16,53.054,1.40976,37.6333,
106,17,6.86,0.576471,11.9,
106,18,8.862,0.635269,13.95,
106,19,0.476,0.262018,1.81667,
106,20,7.851,0.639159,12.2833,
106,21,1.965,0.399661,4.91667,
106,22,39.13,1.3835,28.2833,
106,23,5.541,0.486053,11.4,
106,24,1.069,0.384072,2.78333,
106,25,23.172,1.07112,21.6333,
106,26,5.931,0.573968,10.3333,
106,27,1.684,0.349619,4.81667,
106,28,13.776,0.974717,14.1333,
106,29,1.532,0.608742,2.51667,
106,30,39.992,1.10577,36.1667,
106,31,4.075,0.603704,6.75,
106,32,5.101,0.686233,7.43333,
106,33,4.457,0.647506,6.88333,
106,34,4.398,0.610833,7.2,
106,35,6.884,0.5163,13.3333,
106,36,2.163,0.497241,4.35,
106,37,1.257,0.48974,2.56667,
106,38,5.385,0.699351,7.7,
106,39,4.132,0.530878,7.78333,
106,40,0.36,0.675,0.533333,
106,41,4.336,0.561901,7.71667,
106,42,9.677,0.629057,15.3833,
106,43,7.801,0.68032,11.4667,
106,44,7.642,0.746775,10.2333,
106,45,6.891,0.520075,13.25,
106,46,4.665,0.615165,7.58333,
106,47,9.227,0.645998,14.2833,
106,48,6.965,0.752973,9.25,
106,49,13.269,0.697145,19.0333,
106,50,7.803,0.652971,11.95,
106,51,11.706,0.647336,18.0833,
106,52,6.808,0.654615,10.4,
106,53,7.133,0.567613,12.5667,
106,54,27.163,1.10269,24.6333,
106,55,6.394,0.554393,11.5333,
106,56,0.357,0.389455,0.916667,
106,57,3.134,0.435278,7.2,
106,58,8.342,0.600864,13.8833,
106,59,6.973,0.516519,13.5,
106,60,3.558,0.648875,5.48333,
106,61,6.54,0.612168,10.6833,
106,62,5.573,0.516816,10.7833,
106,63,8.684,0.627004,13.85,
106,64,4.295,0.622464,6.9,
106,65,7.797,0.679971,11.4667,
106,66,6.795,0.527426,12.8833,
106,67,8.036,0.682946,11.7667,
106,68,4.621,0.691421,6.68333,
106,69,6.315,0.76856,8.21667,
106,70,6.482,0.542427,11.95,
106,71,2.562,0.545106,4.7,
106,72,15.451,0.944053,16.3667,
106,73,7.123,0.701773,10.15,
106,74,8.266,0.564875,14.6333,
106,75,17.727,1.07112,16.55,
106,76,6.324,0.557181,11.35,
106,77,1.373,0.405813,3.38333,
106,78,12.389,0.988484,12.5333,
106,79,6.579,0.537061,12.25,
106,80,3.118,0.563494,5.53333,
106,81,1.569,0.448286,3.5,
106,82,12.188,1.00727,12.1,
106,83,4.198,0.530274,7.91667,
106,84,1.158,0.377609,3.06667,
106,85,1.936,0.46464,4.16667,
106,86,22.264,1.18953,18.7167,
106,87,8.169,0.716579,11.4,
106,88,4.76,0.619523,7.68333,
106,89,4.213,0.679516,6.2,
106,90,4.747,0.642935,7.38333,
106,91,16.328,0.758266,21.5333,
106,92,4.866,0.569123,8.55,
106,93,5.569,0.634042,8.78333,
106,94,4.339,0.543507,7.98333,
106,95,13.092,1.01751,12.8667,
106,96,6.537,0.530744,12.3167,
106,97,2.656,0.561127,4.73333,
106,98,6.623,0.758359,8.73333,
106,99,15.852,1.15427,13.7333,
106,100,3.27,0.534605,6.11667,
106,101,7.633,0.672511,11.35,
106,102,1.557,0.519,3,
106,103,2.239,0.434757,5.15,
106,104,2.163,0.458587,4.71667,
106,105,4.711,0.517692,9.1,
106,106,0,0,0,
106,107,5.3,0.615087,8.61667,
106,108,5.145,0.733254,7.01667,
106,109,31.09,1.36559,22.7667,
106,110,30.478,1.41758,21.5,
106,111,24.585,1.22618,20.05,
106,112,4.769,0.440215,10.8333,
106,113,7.412,0.585929,12.65,
106,114,7.216,0.582719,12.3833,
106,115,6.288,0.599809,10.4833,
106,116,0.577,0.494571,1.16667,
106,117,7.283,0.664103,10.9667,
106,118,3.198,0.438082,7.3,
106,119,26.487,1.21222,21.85,
106,120,12.184,1.04884,11.6167,
106,121,0.255,0.402632,0.633333,
106,122,6.696,0.538552,12.4333,
106,123,29.403,1.23715,23.7667,
106,124,24.399,1.2566,19.4167,
106,125,3.113,0.426438,7.3,
106,126,29.429,1.34481,21.8833,
106,127,6.502,0.764941,8.5,
106,128,3.64,0.547368,6.65,
106,129,6.055,0.473047,12.8,
106,130,14.057,0.940268,14.95,
106,131,7.875,0.673077,11.7,
106,132,3.116,0.541913,5.75,
106,133,1.303,0.473818,2.75,
106,134,3.598,0.43004,8.36667,
106,135,7.446,0.548172,13.5833,
106,136,5.965,0.478476,12.4667,
106,137,25.422,1.19821,21.2167,
106,138,7.587,0.654052,11.6,
106,139,12.747,1.01705,12.5333,
106,140,7.866,0.650979,12.0833,
107,0,7.564,0.629459,12.0167,
107,1,1.147,0.422209,2.71667,
107,2,1.3,0.445714,2.91667,
107,3,10.484,0.847763,12.3667,
107,4,18.359,1.10154,16.6667,
107,5,12.74,0.961509,13.25,
107,6,11.279,0.896344,12.5833,
107,7,3.609,0.474868,7.6,
107,8,4.381,0.508433,8.61667,
107,9,3.58,0.489294,7.31667,
107,10,28.766,1.30065,22.1167,
107,11,7.731,0.548298,14.1,
107,12,2.093,0.468582,4.46667,
107,13,5.427,0.486,11.1667,
107,14,4.833,0.479306,10.0833,
107,15,4.414,0.564691,7.81667,
107,16,51.466,1.34963,38.1333,
107,17,11.415,0.862594,13.2333,
107,18,13.383,0.919794,14.55,
107,19,5.024,0.512653,9.8,
107,20,12.372,0.961554,12.8667,
107,21,4.093,0.486297,8.41667,
107,22,40.368,1.35236,29.85,
107,23,6.203,0.563909,11,
107,24,4.324,0.510709,8.46667,
107,25,21.584,0.975181,22.1333,
107,26,10.612,0.900594,11.7833,
107,27,3.924,0.497759,7.88333,
107,28,12.188,0.832893,14.6333,
107,29,6.823,0.564662,12.0833,
107,30,38.404,1.04738,36.6667,
107,31,6.497,0.517003,12.5667,
107,32,7.312,0.555342,13.1667,
107,33,7.537,0.553513,13.6167,
107,34,1.705,0.390458,4.36667,
107,35,7.546,0.583454,12.9333,
107,36,5.44,0.510798,10.65,
107,37,4.219,0.520864,8.1,
107,38,7.639,0.561691,13.6,
107,39,1.82,0.351125,5.18333,
107,40,5.652,0.558682,10.1167,
107,41,1.571,0.349111,4.5,
107,42,12.996,0.796486,16.3167,
107,43,14.198,1.0517,13.5,
107,44,18.37,1.06802,17.2,
107,45,7.553,0.587782,12.85,
107,46,0.967,0.333448,2.9,
107,47,11.662,0.869217,13.4167,
107,48,12.257,0.650814,18.8333,
107,49,13.931,0.747639,18.6333,
107,50,15.587,0.961172,16.2167,
107,51,9.273,0.684354,13.55,
107,52,14.721,1.03669,14.2,
107,53,2.585,0.594253,4.35,
107,54,28.402,1.08405,26.2,
107,55,11.075,0.853017,12.9833,
107,56,5.053,0.541393,9.33333,
107,57,3.668,0.424046,8.65,
107,58,11.826,0.855923,13.8167,
107,59,7.634,0.582008,13.1167,
107,60,6.778,0.533001,12.7167,
107,61,1.322,0.477831,2.76667,
107,62,6.781,0.552049,12.2833,
107,63,13.206,0.914965,14.4333,
107,64,1.267,0.298118,4.25,
107,65,15.679,0.968836,16.1833,
107,66,7.457,0.597356,12.4833,
107,67,16.695,0.945,17.6667,
107,68,1.111,0.347187,3.2,
107,69,11.607,0.652079,17.8,
107,70,2.343,0.462434,5.06667,
107,71,6.812,0.52,13.1,
107,72,16.041,0.912284,17.5833,
107,73,14.907,1.03044,14.4667,
107,74,11.283,0.819588,13.7667,
107,75,14.123,0.794916,17.7667,
107,76,1.775,0.563492,3.15,
107,77,3.947,0.518206,7.61667,
107,78,10.801,0.828721,13.0333,
107,79,11.26,0.820899,13.7167,
107,80,7.368,0.529437,13.9167,
107,81,3.953,0.541507,7.3,
107,82,10.6,0.84127,12.6,
107,83,1.886,0.354734,5.31667,
107,84,4.39,0.49981,8.78333,
107,85,3.665,0.487583,7.51667,
107,86,20.676,1.07501,19.2333,
107,87,17.495,1.09572,15.9667,
107,88,8.519,0.547259,15.5667,
107,89,9.505,0.602218,15.7833,
107,90,0.693,0.227213,3.05,
107,91,16.989,0.803896,21.1333,
107,92,1.445,0.442347,3.26667,
107,93,7.174,0.533383,13.45,
107,94,5.342,0.52202,10.2333,
107,95,11.504,0.860648,13.3667,
107,96,2.753,0.539804,5.1,
107,97,6.233,0.537328,11.6,
107,98,11.915,0.6505,18.3167,
107,99,5.73,0.737768,7.76667,
107,100,7.059,0.510905,13.8167,
107,101,15.416,0.98715,15.6167,
107,102,3.732,0.571224,6.53333,
107,103,4.014,0.499668,8.03333,
107,104,4.17,0.489628,8.51667,
107,105,5.05,0.485577,10.4,
107,106,5.292,0.552209,9.58333,
107,107,0,0,0,
107,108,10.437,0.628735,16.6,
107,109,29.502,1.26799,23.2667,
107,110,31.717,1.37501,23.0667,
107,111,25.824,1.19463,21.6167,
107,112,5.431,0.519713,10.45,
107,113,10.99,0.855253,12.85,
107,114,11.896,0.858917,13.85,
107,115,1.07,0.416883,2.56667,
107,116,5.869,0.545953,10.75,
107,117,18.817,1.01348,18.5667,
107,118,3.733,0.427443,8.73333,
107,119,27.725,1.18399,23.4167,
107,120,10.596,0.874498,12.1167,
107,121,5.186,0.542091,9.56667,
107,122,7.358,0.611468,12.0333,
107,123,30.642,1.20955,25.3333,
107,124,25.638,1.22086,21,
107,125,3.42,0.445119,7.68333,
107,126,30.667,1.30683,23.4667,
107,127,11.794,0.652203,18.0833,
107,128,1.911,0.426245,4.48333,
107,129,4.298,0.494971,8.68333,
107,130,12.469,0.807055,15.45,
107,131,14.273,1.03804,13.75,
107,132,5.559,0.541461,10.2667,
107,133,4.255,0.553796,7.68333,
107,134,3.494,0.437662,7.98333,
107,135,13.48,0.9254,14.5667,
107,136,4.208,0.503952,8.35,
107,137,26.66,1.17015,22.7833,
107,138,18.251,1.01583,17.9667,
107,139,11.159,0.856189,13.0333,
107,140,18.195,1.03088,17.65,
108,0,18.343,0.859828,21.3333,
108,1,10.569,0.586081,18.0333,
108,2,10.534,0.582525,18.0833,
108,3,8.174,0.645316,12.6667,
108,4,22.06,0.948817,23.25,
108,5,6.115,0.581458,10.5167,
108,6,7.88,0.578703,13.6167,
108,7,7.547,0.584284,12.9167,
108,8,6.902,0.5712,12.0833,
108,9,7.026,0.603954,11.6333,
108,10,19.222,0.875718,21.95,
108,11,3.374,0.556154,6.06667,
108,12,14.718,0.868319,16.95,
108,13,5.307,0.570645,9.3,
108,14,5.919,0.584112,10.1333,
108,15,6.021,0.605126,9.95,
108,16,49.027,1.24067,39.5167,
108,17,9.23,0.675366,13.6667,
108,18,6.759,0.571989,11.8167,
108,19,5.621,0.565872,9.93333,
108,20,5.747,0.566207,10.15,
108,21,7.11,0.545524,13.0333,
108,22,30.849,1.18802,25.9667,
108,23,10.822,0.728754,14.85,
108,24,6.214,0.569221,10.9167,
108,25,23.061,0.807741,28.55,
108,26,8.301,0.686033,12.1,
108,27,6.829,0.528015,12.9333,
108,28,7.479,0.571643,13.0833,
108,29,4.175,0.595012,7.01667,
108,30,38.623,0.918866,42.0333,
108,31,3.873,0.541678,7.15,
108,32,2.998,0.56566,5.3,
108,33,2.909,0.527311,5.51667,
108,34,9.543,0.623047,15.3167,
108,35,12.165,0.724826,16.7833,
108,36,5.272,0.604818,8.71667,
108,37,6.402,0.598318,10.7,
108,38,3.282,0.589581,5.56667,
108,39,9.277,0.583459,15.9,
108,40,4.785,0.635177,7.53333,
108,41,9.481,0.5988,15.8333,
108,42,7.574,0.571623,13.25,
108,43,2.631,0.461579,5.7,
108,44,3.1,0.592357,5.23333,
108,45,10.662,0.658148,16.2,
108,46,9.81,0.624178,15.7167,
108,47,7.124,0.586337,12.15,
108,48,2.424,0.570353,4.25,
108,49,18.55,0.825056,22.4833,
108,50,2.633,0.425822,6.18333,
108,51,16.986,0.788824,21.5333,
108,52,1.638,0.353525,4.63333,
108,53,15.21,0.906256,16.7833,
108,54,18.883,0.845507,22.3333,
108,55,7.722,0.556875,13.8667,
108,56,5.502,0.609077,9.03333,
108,57,9.58,0.740722,12.9333,
108,58,7.066,0.582363,12.1333,
108,59,12.253,0.722181,16.9667,
108,60,3.709,0.596622,6.21667,
108,61,14.9,0.874755,17.0333,
108,62,7.943,0.632908,12.55,
108,63,6.581,0.562479,11.7,
108,64,9.439,0.628568,15.0167,
108,65,2.864,0.502456,5.7,
108,66,12.076,0.739347,16.3333,
108,67,3.103,0.518607,5.98333,
108,68,9.766,0.659123,14.8167,
108,69,1.773,0.551192,3.21667,
108,70,14.968,0.852877,17.55,
108,71,3.909,0.62544,6.25,
108,72,7.072,0.533065,13.2667,
108,73,1.953,0.437239,4.46667,
108,74,9.295,0.581543,15.9833,
108,75,7.752,0.555699,13.95,
108,76,14.4,0.924064,15.5833,
108,77,6.518,0.566783,11.5,
108,78,7.484,0.597923,12.5167,
108,79,7.442,0.551259,13.5,
108,80,3.46,0.586441,5.9,
108,81,6.714,0.577135,11.6333,
108,82,10.809,0.67486,16.0167,
108,83,9.343,0.582723,16.0333,
108,84,6.303,0.562768,11.2,
108,85,7.081,0.576472,12.2833,
108,86,16.598,0.729582,22.75,
108,87,3.237,0.57632,5.61667,
108,88,2.276,0.472526,4.81667,
108,89,1.25,0.357143,3.5,
108,90,9.892,0.637508,15.5167,
108,91,21.608,0.864897,24.9833,
108,92,10.011,0.60006,16.6833,
108,93,3.465,0.522362,6.63333,
108,94,6.209,0.576687,10.7667,
108,95,8.136,0.561749,14.4833,
108,96,15.378,0.877072,17.5333,
108,97,4.446,0.586286,7.58333,
108,98,2.081,0.557411,3.73333,
108,99,19.525,1.03398,18.8833,
108,100,4.367,0.610769,7.15,
108,101,2.463,0.441134,5.58333,
108,102,6.702,0.601976,11.1333,
108,103,7.384,0.555885,13.2833,
108,104,7.308,0.568716,12.85,
108,105,6.58,0.553717,11.8833,
108,106,5.145,0.633881,8.11667,
108,107,10.445,0.623582,16.75,
108,108,0,0,0,
108,109,19.182,0.868619,22.0833,
108,110,22.198,1.15715,19.1833,
108,111,16.305,0.919455,17.7333,
108,112,8.953,0.634965,14.1,
108,113,9.782,0.67852,14.4167,
108,114,7.709,0.589974,13.0667,
108,115,11.433,0.614127,18.6167,
108,116,5.063,0.618697,8.18333,
108,117,2.741,0.459385,5.96667,
108,118,9.413,0.761159,12.3667,
108,119,18.206,0.931253,19.55,
108,120,9.263,0.610077,15.1833,
108,121,5.4,0.617143,8.75,
108,122,10.373,0.689236,15.05,
108,123,21.123,0.983991,21.4667,
108,124,16.119,0.941714,17.1167,
108,125,9.53,0.761385,12.5167,
108,126,21.149,1.07995,19.5833,
108,127,1.961,0.560286,3.5,
108,128,8.785,0.59425,14.7833,
108,129,11.335,0.697538,16.25,
108,130,7.528,0.516796,14.5667,
108,131,2.706,0.45479,5.95,
108,132,5.6,0.559068,10.0167,
108,133,6.448,0.593374,10.8667,
108,134,10.015,0.737301,13.5833,
108,135,6.855,0.579296,11.8333,
108,136,11.245,0.706492,15.9167,
108,137,12.808,0.645782,19.8333,
108,138,2.417,0.417925,5.78333,
108,139,11.962,0.637407,18.7667,
108,140,2.696,0.430213,6.26667,
109,0,29.112,1.14464,25.4333,
109,1,30.736,1.24186,24.75,
109,2,30.889,1.23721,24.9667,
109,3,21.117,1.03094,20.4833,
109,4,40.215,1.2733,31.5833,
109,5,19.289,1.01166,19.0667,
109,6,14.472,0.740256,19.55,
109,7,30.038,1.28918,23.3,
109,8,26.934,1.11837,24.0833,
109,9,23.274,1.06598,21.8333,
109,10,2.621,0.494528,5.3,
109,11,19.54,0.964938,20.25,
109,12,27.662,1.1169,24.7667,
109,13,22.891,0.974085,23.5,
109,14,24.527,0.996357,24.6167,
109,15,26.639,1.15738,23.0167,
109,16,31.849,1.13409,28.0833,
109,17,24.177,1.22003,19.8167,
109,18,19.933,0.979509,20.35,
109,19,27.249,1.08996,25,
109,20,18.921,1.01272,18.6833,
